,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150
0,338.1065081,63.54274657,35.57042873,66.15519256,30.3980002,91.63458669,16.64370811,21.59541857,22.02315333,82.94924272,65.52910788,2.339964374,67.7641567,32.711864,155.155797,31.82042636,72.09668878,18.48521901,1.491762591,38.42593141,120.3798491,76.55341151,44.80838881,70.45896232,10.3767371,18.92284259,66.1637819,29.5712861,53.09085528,14.20939084,106.9167513,25.33211473,49.93696705,84.48385065,76.40433884,19.42687005,2.039078097,48.03208999,43.86178987,26.75830607,55.32304879,34.89426378,23.4317811,34.5815023,122.5928751,17.0356329,129.9137025,20.72721013,8.862349663,94.63907971,17.2530203,20.7865939,3.076544171,48.76190851,18.02791162,8.210783416,5.285269065,23.16362876,30.67205012,0.485723561,83.3180565,86.52593066,70.32416552,89.47421768,35.26595405,31.31237703,15.11273065,71.5849269,31.55565774,21.99141825,11.61772918,22.19146895,33.72035413,41.04343928,2.942322616,24.9753169,33.01010318,40.61518631,46.59218475,15.08377856,20.55403881,59.50245161,7.340140646,55.2790319,63.84209453,40.44412477,66.47230617,13.44619745,42.94075153,90.04002605,95.1402038,40.46018382,55.30808544,6.174667156,64.46768464,46.31110448,44.84294486,11.63457129,63.64540079,43.97537099,33.64550418,42.41762611,62.82330485,69.38137137,64.83827053,24.74725057,12.70718573,115.312443,39.93393782,131.8207514,56.04713127,89.80320988,23.3612103,25.53385554,57.7341137,15.76882148,48.28931344,57.30170157,17.47551899,5.72914945,29.03846541,81.04768964,49.82436085,11.46199786,29.33930408,48.16282945,10.03742499,40.51228719,46.78863058,47.99868626,54.98894252,0.806771784,66.60645557,8.565095896,0.796217944,28.57822844,62.87588979,0.896019873,13.25842144,61.7835295,63.60098233,32.03333488,31.11584365,7.863654633,53.72009273,93.06967807,124.3120182,2.31566264,71.98067243,20.68899011,67.18965098
1,183.8879079,22.41708814,9.535380158,28.49495794,11.83862025,12.19227084,40.93034623,49.47416083,108.3008457,87.33596871,3.827112319,15.17342921,34.5125788,73.98967127,37.2586548,85.59750995,48.38494871,46.40609646,66.86550571,52.46730775,91.61412761,13.02957055,80.48010632,9.725545715,10.77037819,3.544006566,63.34926695,47.42579213,65.28610299,68.77782144,29.81510836,68.14362515,24.25056426,129.371469,40.55886361,17.73559805,9.897696707,97.57400722,13.98996312,74.40137744,120.3502054,70.22400079,85.54630542,20.31720145,13.61229706,47.36633995,4.260285777,87.77017891,49.17107883,38.17164549,22.68782455,35.42127948,6.806602789,5.416524854,26.41001521,45.59362121,22.25243172,15.65614141,38.12338613,44.9597528,12.37386195,10.89451487,67.22462282,0.401584989,53.28144349,23.9642063,44.47790595,43.82692569,41.82417149,0.804952563,28.55939966,47.70016141,88.14221962,66.24683164,38.28885142,18.21405328,71.47984296,38.30086731,14.33019117,47.53946156,54.3104635,64.48807168,45.11967581,69.81293184,4.352127729,5.101407464,15.81548751,94.67481609,11.95082071,62.37277397,110.599035,50.54642626,14.98342066,28.93207431,20.49821392,18.84211971,26.37266194,72.00998521,79.97580291,12.50675828,2.33021597,16.18343679,44.52251736,52.53380723,37.96127651,14.5909376,40.88593769,20.35754871,4.744883027,57.85732505,30.93571301,42.29396976,134.872211,2.907181938,35.73019276,59.23786458,21.89726621,92.63223847,39.64832424,90.28117893,34.03407297,45.34559366,84.71563826,74.86135425,23.8299153,24.19626341,13.16402871,1.448661519,42.33629331,37.40280466,47.32026624,32.57548595,10.87289562,19.84185212,56.05583261,85.97478578,50.01124058,25.27093175,13.90401484,37.37668194,58.30920854,27.40958567,34.92616434,38.33801785,3.455017853,53.86496638,4.204366074,14.23134147,28.38367318,42.59199146,141.5760685
2,320.1765025,21.09184157,78.39974669,22.2534005,13.70148711,83.89238165,10.64722349,69.55042598,10.21462695,72.56475527,4.532991864,111.6490785,99.75471315,18.09753826,31.37298261,16.49815455,18.10101996,72.99914641,7.400400735,55.67858988,17.91328997,9.849878753,39.97457569,73.49731701,33.54431565,2.338077234,47.05020983,51.19153946,51.01610427,37.51919156,45.97902122,22.15454605,18.27860524,13.87108485,14.08608031,18.24926498,39.36487494,31.48259792,4.116686353,15.35062655,25.66677924,32.04221215,51.31157289,123.6776499,19.26101981,0.891907522,10.90601468,54.78341279,2.243817494,36.07899395,74.54816711,21.90444217,25.30110745,3.408784185,3.923176074,30.96224381,33.7020325,71.25043904,62.27750008,18.31935941,46.25611029,106.7506414,48.48590278,41.08903602,49.20172523,49.95364827,26.46968631,52.45251307,2.689108846,12.57821428,24.64401009,9.268316436,0.596210416,60.95575542,7.244129148,40.32456524,2.275322685,60.59891612,15.19409341,22.90968389,0.819210181,78.13741,15.20494894,52.79466144,36.43292236,11.14270877,69.84344109,52.3971552,5.476158592,25.78855388,27.2264857,119.7425531,25.19494704,52.00016311,13.89681456,66.46166992,36.53274704,28.8745966,95.3519802,22.48826619,52.38538824,3.801007609,77.26880712,19.60184588,91.33796401,54.40452689,13.73713033,81.00238362,5.406505523,65.87767598,99.44721781,57.1249865,39.94835542,16.35876372,25.6682592,0.911907995,91.57484431,3.870758617,25.72914046,88.42096042,21.97274411,82.93347461,21.25724764,2.265082044,58.60644452,91.68718462,12.34385321,36.12579224,41.30981463,51.14877782,27.26305788,114.2732102,24.98506067,83.91775577,17.42930096,19.62175196,20.86509702,46.10021501,49.72210095,40.60276946,9.91112001,51.88484836,48.81593574,26.63647676,0.76483175,75.52920715,14.48222983,106.7304052,62.33922849,39.43275669,80.29880609
3,785.3143708,13.00927415,22.92893715,5.520594663,78.00115785,70.86848567,69.29228897,23.49743198,16.20225978,26.32660384,32.84620102,107.8288557,4.87134818,42.02445114,20.69492689,137.5699219,30.03089527,41.70894318,79.66836842,45.45037415,49.38510409,24.51975968,14.13241299,39.4675936,8.276457802,0.874483864,41.06286475,43.99823759,70.51951121,51.27929264,53.01480978,14.80307667,27.60371654,68.0325082,68.50403745,44.44170639,72.52582696,49.97209576,69.97869075,27.99705275,51.36437313,32.38667813,32.22142103,23.69649203,117.1588249,76.60491451,47.97889099,62.30323455,15.24811149,47.32754916,46.21210075,42.47117078,16.11700566,33.36167316,18.24922995,1.68457075,34.06495055,108.2214154,32.96353672,29.40699919,85.13634663,1.970930763,25.27873364,103.5822186,69.85010669,31.27095181,59.61816723,97.51454947,111.5075992,100.763763,101.7813168,65.27382504,127.9852875,6.806481476,58.83293713,69.81793795,27.77639982,34.62958242,1.254331749,9.408531716,24.58908711,9.380850345,5.874582609,32.39984671,3.366358966,75.96886,55.46941606,18.30801286,87.0507969,7.317388417,59.00258987,15.05517219,16.71069661,28.12934595,12.77863399,34.18448566,32.03307932,47.40113913,27.26973544,15.66514584,19.28295571,148.5399095,26.57191126,35.71256234,54.92579241,60.40314555,99.85999326,94.94469169,13.7098402,47.07591073,55.73945059,3.224414398,55.90668812,11.74801466,52.441636,52.70137974,35.23703874,27.19017991,16.46018905,78.24898321,74.8158165,31.17596079,33.95324057,54.17896735,99.70729316,66.0066916,19.55361729,6.982589144,9.543552219,13.39098129,35.2906486,5.730098053,6.974577271,67.54040474,27.19380627,22.04168379,72.09702721,23.00416475,11.83522061,71.67556502,97.19595035,48.04869214,48.23731769,7.740134068,24.21087487,25.00751319,18.04915331,1.684100374,31.1362756,33.98771528,16.00233127
4,3.815125948,16.7789054,10.53443862,106.5597497,49.9286053,27.28821425,49.46573253,35.57979229,39.96490524,120.6572957,75.12829465,30.19544102,103.6434376,70.25522038,36.63420977,16.34598556,50.46444209,50.52158557,22.20560957,51.19430392,7.777653197,39.14329288,13.58183304,38.81949141,7.242526088,41.6380645,8.912693965,74.58574104,65.21522498,29.18243554,20.28941142,21.62033177,42.78449627,73.03135626,21.5134643,71.98334164,65.77259585,50.12408824,24.70205908,46.17489507,27.68387271,8.67067208,46.48095963,86.23130597,74.12437694,82.46250129,20.4679435,41.62594578,98.55316017,47.26029252,91.42040929,10.26803788,0.982838981,14.04471588,29.70076131,19.57348595,21.50163592,28.96063917,35.56440914,48.16520932,4.055627481,80.26852931,22.77747874,3.386181489,72.43352293,45.43651697,56.60838612,131.3465955,67.42428893,16.34202926,52.21714128,111.5533967,57.80726561,74.1239112,68.9157105,20.56566083,79.74959524,64.05287346,38.57943057,20.48534196,27.90777152,29.28030405,35.41777525,1.540089065,46.64164758,104.2531354,21.03860538,9.02747424,35.79464974,10.74069927,33.10179296,4.983296869,71.185207,28.88752633,10.76433211,3.330073972,27.64495793,35.67026321,6.532438319,18.18447076,78.36400198,47.94866628,4.180642196,109.3238137,42.74402408,28.67507685,0.633691801,117.6374707,27.5389319,23.10135099,44.5093042,114.439678,43.22576594,29.24068471,10.39836433,44.01487734,72.59787938,8.83487733,26.73805784,54.62806068,64.92771084,42.30781809,85.65886752,11.75602989,33.98932257,38.31251786,22.59713167,54.49735771,4.463287536,70.21146689,27.73931625,16.49665566,51.22575794,18.60684591,70.32329764,26.72922585,28.34885914,34.29247044,46.11784642,19.67981457,17.17133657,12.64952268,89.17393542,23.22242896,88.4305258,99.02348222,44.74908016,83.65470277,26.47663321,5.202123078,52.55257947
5,119.4802439,56.83794062,19.3650153,2.867023585,43.95433273,88.13524896,21.49269603,35.34966552,45.25611408,13.97711479,5.739353836,2.526562288,38.87017706,62.60698046,57.68712945,1.391430681,37.76485142,42.89589041,23.30915917,42.10126628,126.0759347,46.12481446,15.47644055,36.3461025,80.40629968,121.2990297,1.175760213,30.26444314,30.43890634,50.49933917,37.56093534,96.0201004,126.9352783,57.2001803,60.72177571,52.23187093,18.41251076,110.3555516,18.72810589,76.48071152,44.47440042,57.42845649,3.532751822,51.6935189,31.08216179,47.76664028,5.047759081,48.11665585,68.10952571,20.30527023,45.56203158,2.372513625,24.9236912,29.61724557,71.43519767,2.359330661,68.01813927,69.41565033,57.69055619,105.3929093,48.02832854,33.49062972,6.240925474,23.89493324,17.95412544,95.41472845,2.691587567,20.38299354,39.01312092,20.94777028,45.36274983,102.0372486,84.35616535,22.55077284,89.49593127,11.56968753,89.97709018,4.865350751,28.39734183,114.4776944,11.59980963,35.7219658,57.03325362,90.08146386,8.265003385,132.4459924,38.41903677,8.059549562,25.88416687,79.75279674,35.25239834,31.34977418,26.90356529,80.02914179,71.89875807,33.03912876,26.30142681,26.55176914,9.70598864,62.28518082,87.17654299,26.53039915,8.354494608,72.66808876,62.60992863,95.18321433,0.628019643,56.91150287,39.10432192,31.5579748,47.43075391,29.65230113,40.12800334,29.53945728,10.38533355,2.592537296,5.457748792,26.24209811,17.23262804,10.97553446,58.41116032,59.00472851,48.74087235,35.37607426,19.3438253,24.71781064,3.268698541,114.6725344,94.91332357,33.29180662,69.24922029,97.80977266,22.46379036,6.650558217,43.28946325,0.832706616,37.5094554,42.68847784,50.52601538,12.16611181,45.01099591,50.91297936,15.69934084,9.829917996,36.3176978,69.81668781,14.8721696,52.14165552,34.75274167,6.294246482,67.53019095
6,152.9839603,46.33259881,12.71891989,27.97373542,84.01195361,11.71529464,48.43111585,53.36106908,71.79355978,36.24623433,54.24352549,24.53540361,58.39793238,9.024192964,26.05845759,22.95553082,49.79007354,49.08055848,75.64677487,27.71201876,117.8410935,2.69715993,56.975595,43.51435549,6.022535942,31.42923217,18.70022717,31.39386051,17.85639998,80.65764438,19.87311317,9.36298159,61.20341654,24.76365611,49.23714265,8.270072992,40.25634544,60.13995508,18.36177539,20.03274599,12.08173739,0.963696382,11.31861582,90.08794892,47.37151036,22.57091093,74.89965848,129.5419953,39.7088059,12.73681112,75.82648668,35.52789115,43.23659921,74.1849588,38.43107686,32.20173308,12.22068642,20.00993279,27.0266313,30.10535138,56.6337174,19.28900171,29.98830441,57.90281959,62.47980991,49.30908787,27.50402783,115.2691447,64.24553719,10.89079528,26.9354079,38.55630457,48.39186752,46.18741903,113.8003231,65.6700874,3.173525721,38.14946546,74.47363173,12.92358165,13.3267501,4.805090932,72.33387936,23.14908171,71.22685575,37.79653687,2.926238739,84.07552435,53.72454895,4.992992586,54.66704277,51.21416991,0.187607731,8.002521404,13.49539489,40.73596826,17.74874908,37.28087973,7.860596704,35.77228027,50.33415783,65.29559788,4.413223482,101.6469405,8.431644162,20.90713477,57.37777392,83.64211229,8.211761775,69.35366443,12.48876532,89.32673076,8.748785307,10.67092244,52.1622137,10.19715764,11.18726244,9.883926414,15.07748725,17.25356749,7.927773463,23.95862659,71.01335154,21.10351038,26.39859988,17.23219719,17.02566753,23.21663919,49.85399012,20.01518175,48.99829228,48.6300037,6.711556168,96.10330959,35.47596693,74.76927886,40.22804766,38.20983851,55.05811097,23.33536037,1.260095923,13.16965136,6.411588724,53.14039825,21.89013266,20.36627865,41.01445273,66.21316478,0.988757134,70.68115149,14.42912211
7,373.4226522,60.73639745,57.10865616,48.00663823,8.853278521,37.56645606,25.21146063,34.32935219,25.71683738,17.62498958,78.11330347,3.856894111,79.62733793,49.14178648,46.6583743,8.305620769,14.55465847,110.0659966,52.39619009,1.408837827,0.154841561,86.34473082,55.687156,11.00647646,0.947485414,30.54238562,16.23972019,53.48794792,106.5054864,23.04859852,5.557275061,76.48229541,17.88033414,17.19070424,31.75435478,16.46250177,64.32315518,21.79205865,29.44830699,14.15560009,11.81783172,36.1618678,15.97431265,4.994400988,13.66707252,29.11814242,6.274544141,79.19649374,20.85258952,25.59007918,57.07901289,64.58386414,32.7331226,8.640794993,102.9593194,71.37533765,19.26302115,50.14693587,43.66853908,7.695343639,47.59762117,9.865759323,8.260375193,12.78926004,72.99422343,39.70848091,60.46244089,0.985268373,49.84043,9.414694398,40.24444036,44.61177635,51.30693296,53.18194791,3.673900858,8.064835197,13.51371659,22.24567031,17.5732849,88.74185663,19.16856795,93.66120865,20.82498849,38.31747383,42.45555744,27.20597915,56.12338289,148.6151517,15.09768073,16.60720608,39.8242377,11.17480058,37.39956961,24.68466067,19.52631105,57.27336584,89.57153356,118.1790209,42.21780332,57.19450522,46.70465252,93.63606795,14.66387602,13.00990749,19.31789391,68.61301982,25.78199278,10.707865,79.15024362,7.099802329,26.79493993,32.01665239,96.63677739,38.64680867,80.37817933,28.2189518,39.76606053,71.64889371,45.20884653,34.68110266,9.091382691,5.478851214,31.35331674,29.33729908,48.62043771,19.27821791,36.70534806,83.59871054,34.20982672,44.60101439,84.50367166,23.78268635,4.3306413,0.087233774,65.33904516,17.48272985,54.06737525,43.90493952,45.73367373,3.904378353,20.63959972,11.06667962,134.8147227,2.802089376,16.35673617,53.4924684,3.141826639,43.98974137,53.13967775,15.43575955,13.36593833
8,314.1476369,38.91536858,23.32044958,76.82729819,0.599420734,102.0115051,82.35387106,91.57044715,80.67389775,17.27622036,29.34646664,80.99283709,45.84251944,69.07097304,96.31202185,64.54534884,18.39903915,124.7896841,11.4769353,42.04625063,43.79773258,61.51812095,31.194903,36.93806029,7.34141722,18.20022567,30.93239261,90.06239638,8.226216436,22.43649406,56.36494146,74.74954827,40.28587366,95.97480377,7.927114884,75.71812728,37.31378816,19.88460343,96.50201374,2.048479302,16.47247083,65.28451154,27.07373969,11.97090473,52.75335549,0.215120451,24.71834339,35.14359343,63.98275968,42.77078901,41.94332523,18.78384078,117.3408148,17.13674807,94.18380173,37.88148163,46.47890737,44.81929088,18.12647536,43.44092268,20.73395225,52.96255246,23.57521366,31.27389778,24.93110686,18.47853003,35.15252092,75.94531251,51.53211278,45.97229043,81.62245807,100.9571289,44.04228086,29.80062015,30.63481404,49.95637061,8.953228955,22.37070899,15.40150199,33.45755391,15.10045901,37.17551455,76.66146083,64.470381,112.9835081,37.94568807,35.99968748,29.09805427,55.60994689,5.153921492,29.52110233,12.65442363,64.71809466,100.4574032,29.57547394,48.44622698,92.36202441,34.10131258,18.82219785,148.3173181,1.600926361,27.61894782,26.79449676,57.05980901,101.3159689,26.11078976,42.4727088,83.49514363,42.40088828,50.52295254,64.16813384,86.03448285,68.7830728,41.08339378,86.57828803,41.40782731,4.955495684,23.88856209,61.54676822,64.69194341,44.13024786,37.68570445,61.54196232,37.14853685,101.8429349,5.194426928,78.01150588,5.621909835,2.644817187,16.8499934,40.21643407,7.361945031,119.9540653,47.49913341,8.677585925,9.881794804,25.63500188,36.88070412,39.13417242,15.383309,55.61620988,45.45578972,40.02805467,5.526288424,61.03782569,34.63354529,75.10552856,55.06251089,19.83168546,17.26997412,93.22344848
9,196.1879812,34.26389067,5.310214226,68.29389367,41.13231289,24.6759595,43.55992895,24.58279588,49.4128555,1.207227022,3.455221753,66.63310261,9.560003089,117.6708266,22.13881926,19.63921334,7.679525884,24.44420454,29.38781182,35.13532964,35.1201507,17.06783164,44.7903643,17.89263986,38.05482931,13.63842639,74.93197269,14.71724934,57.58467677,92.49753937,42.93601834,79.14880086,39.09888186,5.421349332,41.79409038,13.51925858,4.500698918,16.4864412,64.55221842,114.6289928,54.29507808,5.969634388,25.82835939,27.4026629,71.15927358,91.71303983,14.19190076,20.77226204,34.93897082,41.59792468,12.17949362,34.13828299,16.71371792,43.7213226,3.798329159,40.01253797,73.66658503,71.70415545,18.29305511,3.996022345,11.43872608,2.779773242,161.6047926,36.82085876,14.88650812,25.46577574,40.85478506,13.15046177,68.1452604,63.64124205,87.88008262,67.03626651,42.89169702,90.54690963,29.71887766,44.09385975,13.10598916,36.63326123,33.67890092,8.048710069,24.11658329,113.8953552,25.82830011,30.88221029,11.16032353,56.77507564,26.43194167,87.25107165,18.52889788,37.98712734,16.18861761,5.105792175,12.89649894,17.99363861,35.36703937,41.28020855,7.051376079,47.83267283,34.63881847,49.93760061,3.42564395,47.86701383,60.9498467,35.97391638,3.818776339,15.46939933,6.21081693,12.34544245,37.43170461,43.17431823,10.60901431,28.56274371,50.52866204,75.20556371,17.06334585,3.596262958,15.66161357,34.69083682,99.27544914,18.45631368,73.53353231,5.777167373,119.1841893,60.78384992,50.00494957,8.609374498,24.90680816,8.315409063,12.10012339,49.25661683,85.44097578,60.43308145,16.42131085,0.182250217,77.95514932,26.09520439,75.40890278,6.902708829,27.35388359,18.83699034,112.722607,93.67547054,15.87822893,4.463784795,55.89525637,0.516419998,26.48205135,60.59659171,64.08084609,3.911386611,30.68803482
